title_id,subscribers,rating,views,likes
1349,737607,9.8,89480729,7179125
1333,348960,9.65,18639732,1286409
1331,508657,9.81,50863041,3934263
1321,224573,9.68,7582006,452439
1297,46318,9.46,2039948,123935
1288,2258694,9.79,302077771,13584452
1287,1311674,9.82,186713797,11870302
1286,1085897,9.85,108088624,7484875
1273,155083,9.83,11727711,845188
1239,667671,9.84,94828902,6675447
1238,437917,9.75,28057950,1977257
1237,173386,9.52,14387969,919384
1230,111889,9.3,8125184,528007
1228,599541,9.36,95226561,5024469
1195,1963290,9.74,211099746,10797214
1194,2007875,9.74,399433277,22156011
1155,782513,9.83,65076364,4792988
1125,768776,9.63,49140106,2546685
1124,789076,9.84,75473608,5260418
1123,1841339,9.75,193882447,12068503
1088,794987,9.8,86318938,5031943
1087,559642,9.84,68963769,4935977
1078,725563,9.81,89568896,5765421
1076,317362,6.53,12337565,327255
1065,542681,9.76,117723083,11191010
1061,330683,9.82,21994078,1105580
1054,213909,9.67,13262518,1169667
1053,875161,9.81,77067189,5755954
1038,298575,9.8,22920359,1303654
1027,1027559,9.49,109543647,6457195
1016,489897,9.53,29190527,1770020
1006,376953,9.52,29243768,1287375
992,689222,9.79,57617444,4135374
991,568977,9.79,76224540,2429720
990,240771,9.59,20076964,1171900
954,2316932,9.73,297505752,11520656
947,850889,9.81,67961001,4563825
946,751870,9.68,43264233,1576327
937,1009984,9.75,84602731,4415933
935,160724,9.62,12187047,678135
934,1447859,9.8,486843956,29920297
933,835553,9.68,93778957,5385998
932,761432,9.7,196663427,16278922
920,359545,9.61,32497692,2138749
911,899604,9.6,124313282,6519611
910,460951,9.27,81085411,4436818
909,564214,9.75,102886568,5417055
876,812962,9.68,90477179,6337970
875,1394707,9.81,153769971,8273274
874,352846,9.69,22243672,505129
873,590939,8.72,143050531,6495952
866,871208,9.79,63011020,3151890
864,246197,8.44,36052677,1683612
862,184760,8.93,15198383,410170
861,1067556,9.7,112079263,7330226
840,1688204,9.85,217484269,16358994
829,237843,9.74,25754418,1488811
828,928111,9.82,100843532,7689488
821,365796,9.71,26722435,663615
798,528170,9.03,104162719,4806908
796,276383,9.34,17784150,662989
795,1885742,9.75,380592111,16208968
794,271976,9.72,21421758,1234448
793,576784,9.71,39620786,1925432
790,5235498,9.78,869411443,29294375
788,606837,9.49,103271965,4179785
773,384485,9.61,13598302,248692
771,687373,7.99,90808747,2596497
751,1159662,9.9,204848422,14436770
749,1284197,9.89,381993483,24147490
748,647490,9.85,121344767,10460091
744,950502,9.75,58349893,2533303
722,776413,9.88,100740892,7565320
721,418953,9.48,25767225,1538186
711,862160,9.45,129718948,6199960
710,1141686,9.71,234165714,13072628
702,404379,9.67,43411439,2477106
699,1239162,9.82,184822074,12179901
698,285282,9.39,9801628,522586
695,1381373,9.81,175913967,11579024
694,2167318,9.56,249951800,9851469
690,2240739,9.73,245119281,9918325
689,180619,9.57,5065293,168497
688,365372,9.73,13435591,370564
687,69681,9.45,2260684,73286
686,313508,9.47,10313116,394635
684,1104772,9.7,108427388,3761557
683,226351,9.17,17520994,708869
682,465911,9.27,87804352,4556512
678,564520,9.74,30984756,1807845
673,1051606,9.69,80959223,4099249
669,312918,9.62,19065568,1043731
668,1637526,9.5,301121867,7923556
664,776227,8.4,134612436,6531058
659,596579,9.79,45025260,2957705
657,1464507,9.69,139269042,7356228
654,723136,9.8,67716058,4428130
650,1992762,9.62,187699562,7852724
640,351484,9.66,16679700,746152
639,2286957,9.37,250446706,7849191
636,665444,9.8,71686047,3947091
634,184472,9.74,11200787,779762
628,350167,9.77,25315003,1029448
627,1463725,9.82,235238656,19704003
621,650754,9.53,43430395,1156755
617,1845286,9.68,175379724,8867292
615,1695848,9.8,255312814,15809876
612,248715,9.28,25310054,1561311
611,449516,9.46,32323398,1111506
606,454233,9.9,15232772,871398
602,2828487,9.75,435343689,21798009
597,227952,8.99,11996088,447828
596,863811,9.77,125093934,6930385
595,2994102,9.77,417670363,23789081
593,4752708,9.74,673772369,24694958
591,530210,9.6,37714918,963024
589,443531,9.66,26200676,959082
588,2254094,9.73,165673546,3871334
586,418677,9.62,63798872,3738714
583,1530018,9.76,499703316,18967074
582,356253,9.64,27309580,1535929
581,416251,9.72,26727392,828977
565,659090,9.65,80725384,4406079
564,112190,9.59,7496754,311115
558,434473,9.68,44614196,1072927
556,378295,9.68,24744230,1109323
543,141182,9.35,8241657,187236
542,4042052,9.68,1287670021,37880172
538,179961,9.55,19621817,643208
532,2939837,9.82,689578342,38056469
530,810582,9.52,80849370,1845303
529,231082,9.64,17528287,872649
520,672852,9.61,64287784,2281359
519,307106,9.52,23662531,584406
516,273674,9.68,29955401,1013782
510,162667,9.46,13519697,373865
501,122331,9.55,8698490,260769
496,506922,9.65,23077318,417318
495,1046500,9.71,200435760,9107345
480,659006,9.76,115805191,6074493
476,305490,9.38,20049399,403110
475,2427767,9.72,358183185,8931786
454,100423,9.24,5847116,129029
453,127087,9.36,5817527,168356
452,317815,9.61,58984306,2463822
449,109395,9.61,8372050,237170
448,111496,7.54,20417359,432343
447,753464,9.69,79064854,1421977
446,668932,9.67,84091755,3509756
445,225497,9.76,28735150,1648016
444,179968,8.57,15535354,338323
442,2028617,9.89,809435065,46356779
441,256715,9.57,18932824,625425
440,1460440,9.61,238590978,11104231
439,956916,9.59,207885431,8956721
435,300274,9.55,16196071,454433
431,192417,8.54,34761382,871162
